Category,Message
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
non_spam,Just come home. I don't want u to be miserable
non_spam,I dont know why she.s not getting your messages
non_spam,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
non_spam,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
non_spam,Reverse is cheating. That is not mathematics.
non_spam,How do you plan to manage that
non_spam,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
non_spam,Sorry for the delay. Yes masters
non_spam,Call me when u finish then i come n pick u.
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
non_spam,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
non_spam,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
non_spam,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
non_spam,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
non_spam,"fyi I'm at usf now, swing by the room whenever"
non_spam,i can call in  &lt;#&gt;  min if thats ok
non_spam,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
non_spam,Ü no home work to do meh...
non_spam,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
non_spam,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
non_spam,How's ur paper?
non_spam,Got smaller capacity one? Quite ex...
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
non_spam,Im good! I have been thinking about you...
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
non_spam,:-) :-)
non_spam,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
non_spam,I am going to sleep. I am tired of travel.
non_spam,"Haha, just what I was thinkin"
non_spam,Yup but it's not giving me problems now so mayb i'll jus leave it...
non_spam,Lol no. Just trying to make your day a little more interesting
non_spam,"How long before you get reply, just defer admission til next semester"
non_spam,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)"
non_spam,Po de :-):):-):-):-). No need job aha.
non_spam,Rats. Hey did u ever vote for the next themes?
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
non_spam,I hope your pee burns tonite.
non_spam,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
non_spam,Yay can't wait to party together!
non_spam,....photoshop makes my computer shut down.
non_spam,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
non_spam,That's one of the issues but california is okay. No snow so its manageable
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
non_spam,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
non_spam,"Awesome, that gonna be soon or later tonight?"
non_spam,I need details about that online job.
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
non_spam,Missing you too.pray inshah allah
non_spam,Pls help me tell Ashley that i cant find her number oh
non_spam,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
non_spam,S.this will increase the chance of winning.
non_spam,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
non_spam,Maybe you should find something else to do instead???
non_spam,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
non_spam,I liked your new house
non_spam,I'm fine. Hope you are also
non_spam,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
non_spam,Same to u...
non_spam,yes baby! I need to stretch open your pussy!
non_spam,Thanks  and ! Or bomb and date as my phone wanted to say!
non_spam,Ok...
non_spam,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
non_spam,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care"
non_spam,Nokia phone is lovly..
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
non_spam,Sorry da..today i wont come to play..i have driving clas..
non_spam,I'm really sorry I lit your hair on fire
non_spam,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
non_spam,Okey dokey swashbuckling stuff what oh.
non_spam,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
non_spam,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
non_spam,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
non_spam,Well. You know what i mean. Texting
non_spam,Hi dis is yijue i would be happy to work wif ü all for gek1510...
non_spam,Lol! Oops sorry! Have fun.
non_spam,Wat happened to the cruise thing
non_spam,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
non_spam,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
non_spam,Yeah just open chat and click friend lists. Then make the list. Easy as pie
non_spam,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
non_spam,When/where do I pick you up
non_spam,As usual u can call me ard 10 smth.
non_spam,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
non_spam,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
non_spam,Poor girl can't go one day lmao
non_spam,Or just do that 6times
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
non_spam,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
non_spam,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
non_spam,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
non_spam,Its worse if if uses half way then stops. Its better for him to complete it.
non_spam,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
non_spam,Send me the new number
non_spam,Convey my regards to him
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
non_spam,2 and half years i missed your friendship:-)
non_spam,I cant pick the phone right now. Pls send a message
non_spam,Oh for fuck's sake she's in like tallahassee
non_spam,"Haha, that was the first person I was gonna ask"
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
non_spam,Taka lor. Wat time u wan 2 come n look 4 us?
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
non_spam,I;m reaching in another 2 stops.
non_spam,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
non_spam,Will you come online today night
non_spam,Then anything special?
non_spam,"I'm in solihull, | do you want anything?"
non_spam,Will do. Have a good day
non_spam,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
non_spam,Love that holiday Monday feeling even if I have to go to the dentists in an hour
non_spam,I am on the way to tirupur.
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
non_spam,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
non_spam,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!
non_spam,"Just dropped em off, omw back now"
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
non_spam,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
non_spam,Re your call; You didn't see my facebook huh?
non_spam,"G says you never answer your texts, confirm/deny"
non_spam,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
non_spam,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
non_spam,Oh yah... We never cancel leh... Haha
non_spam,We can go 4 e normal pilates after our intro...
non_spam,Ok... Let u noe when i leave my house.
non_spam,"Oh yes, why is it like torture watching england?"
